f1,f2,f3,target
0.6218232033562505,-1.2614701706105231,-0.7955570679408823,0.7591752176745077
-2.5381231976102026,-0.6315695165456239,0.4243939378610126,-7.403986504204219
-2.5464983168755984,-0.2801695208807131,1.2795186697601588,-4.869282011651029
2.708539325073396,1.3237966842202735,-2.2168188393540644,-1.0839706216533789
-1.2162552581559982,-1.5204356261091516,0.5027448074908146,-10.337206212773268
-2.4475980835051474,0.9397033895795768,-2.4932708203300775,-8.68525381208461
0.5942675229022893,0.1258196567572214,-0.965664803523208,0.5797349887650213
0.7418926697415964,-0.8482186292960301,1.6291663649009451,3.7936957199097714
0.8910289207121291,-0.02872166186870162,-0.581782033392054,-0.3576207426760498
-1.3955878328547522,-0.8002317208919094,-1.1738799644089726,-4.918275793630756
-2.90933589471315,0.38432782095322393,-0.19793772898468187,-4.9141311051788845
2.7900922167268316,-0.2646243085790232,2.067906338163552,9.339857814256508
-1.494641725853385,-1.342377883684485,-1.8316822472060261,-8.21380716742174
1.0561577283152852,-1.5336677017772131,-1.0513099116393445,-2.5267963935049496
1.2397792192722576,0.1867827282885206,1.4974316831796264,2.0280163596970135
0.6600445024769144,1.6096521331444138,1.8577023435377324,0.6916387874163159
-1.1225556347181107,-0.6241692537692578,-0.10343122429028392,-4.517020711595701
-1.3734224774156054,0.9320004288904928,-1.2390527025266425,-5.355503380252179
0.5860096962162187,0.6346454197590679,2.095843501809159,0.2817372764338155
2.196573801670149,1.726219657237924,1.5944423917491968,-0.20645858907433068
2.6804023735403737,1.2839240691965634,0.678946987762233,6.497459493838226
-2.3645651735774544,0.26642103562185193,-0.81240234893742,-7.291292784223354
-2.071028324413681,0.6281219929364292,-0.049029340838036735,-3.751951032143396
2.668417552698478,1.5935458663361395,-0.16036008104483077,1.838474649607476
1.419211370008755,-0.4019248616522608,0.33085130461557777,0.7921694697935808
2.297962948978638,-0.6928211765688905,1.451001438131336,7.524907937498234
-1.784204195187941,-1.9567556654592146,0.8794170411374032,-11.445880549331722
0.5255152266564114,1.306204296765857,-1.0773760769847582,-1.678922579170945
1.2068375665048414,1.2039228016134595,1.3764964500195378,1.684782820549168
1.0806713126818357,-1.5821819275993945,0.3131321400131553,-3.8371195078377207
-0.5510898547998115,0.30742952453080097,0.6870657958589163,-0.6830465152664726
-2.907630649852149,-0.14407320733245044,1.466540859278603,-2.6922178983783374
0.49755634082557876,-1.5251636179635542,-1.1115802495135512,-3.204074995533982
-1.4813907649223474,1.9222729082428942,-0.035825578706462934,-10.473236203426149
-0.29847452314265777,-1.1412164501465782,-0.531454551359215,-1.955755276097875
2.7454860905029044,-1.7310632796377554,-1.5678594253654559,0.3748003006346177
-0.6057880941453915,0.3793895180076383,0.3467099776049199,-1.1472154415981821
2.0388096399865603,0.9554667085321307,2.5115565515844236,4.076737302149926
-1.8687563655044932,-1.8702262158112521,-1.8400777445057528,-12.273131822085832
1.034762988150173,0.6348705549080886,-0.032280611049470324,3.3855109263755785
2.8620417266336613,0.12916750380581776,0.6405429350747734,6.447468090730446
-2.388641394762379,-1.5869399644998063,0.12307820165618115,-8.257170585212927
-2.950080346636848,-1.3099044922145517,-0.1131280525157404,-10.70310475177693
-0.39850324420431393,0.27189718926432205,-1.2992163634458243,-3.630277651673547
-2.444247101691797,-0.8145695459468465,0.23278674294016363,-5.5990039515342716
1.4903060980573883,1.7532629146052643,-0.7567639770159263,-2.91858921369253
2.487291983091353,1.2749609179362031,-2.1899217049785533,2.46062713840034
-0.3958741637474468,1.9342688260546521,1.1945922205137307,-7.0867029638983805
-1.4477301470673543,-0.9613166441983441,0.9583858198420424,-4.509950787848381
-0.3935800859603411,1.878894531191908,0.0516609768510798,-6.551555416050592
1.3406869071000056,-0.27506452083376853,0.22907468820570256,3.858041190401436
-2.945675030517774,-0.6099248187449815,1.0743180127155614,-10.060213947666014
0.5367239369081833,-1.798601892122587,0.2243396567780826,-5.961093856195365
0.6797501093242744,-1.7889389685615895,0.9040175547613144,-1.8534386900466755
0.826129481375613,0.7680450237866188,-0.29748220087385013,0.5375771538861485
-1.5478675201147367,-0.1682840222638884,1.3119837385739466,-3.525455511596186
1.2843163402687603,-1.0939134958555772,0.3207857259326839,-0.6923271444218408
-2.4516510820093416,0.45588122530093056,0.19405194360587402,-7.9481752825392205
-1.8043779811991951,-0.9885675269995553,-1.270061088712032,-10.445776252570168
2.2648202799268917,0.3105270173776904,0.2869558543017087,5.5948212392977945
1.4323389043593977,-0.5631650120692386,-0.8319549174944512,1.3635527688078155
-2.9175266759319287,1.2942089064472762,-0.6382827265284942,-12.333111028532855
-1.5097424377811988,1.2827846430671173,-0.8153756283161211,-7.572344890569332
